,Setup,latitude,longitude,MonthStart,MonthEnd,ghi_sum,ResultPVWm2Front,ResultPVWm2Back,ResultPVGround,edgemean,insidemean,testbedAmean,testbedBmean,testbedCmean,testbedDmean,testbedEmean,testbedFmean,edge_normGHI,inside_normGHI,testbedA_normGHI,testbedB_normGHI,testbedC_normGHI,testbedD_normGHI,testbedE_normGHI,testbedF_normGHI,Month
10,1,30.38,-84.37,11,11,98292,111686.99421111112,"[10860.268520000001, 10512.47009, 10493.6104, 10537.71568, 10843.724129999999, 11182.954020000001, 11659.96502, 12047.725150000002, 12496.736189999998]","[33143.7107, 32400.51068, 31488.780110000003, 31439.966969999998, 33384.21318, 31355.41256, 36016.368559999995, 38630.107260000004, 39805.79638, 39793.4376, 42916.706210000004, 45178.05233, 47384.92234, 49227.61866000001, 51188.63294, 53097.43952999999, 54123.564099999996, 54634.865900000004, 58160.18433, 60875.84762, 61114.3547, 64488.40288, 65813.4566, 64563.07414, 65117.94503000001, 65188.6804, 63919.20422, 65149.324479999996, 65911.66373000001, 64817.2914, 67582.0877, 67226.89800999999, 66585.22189, 68986.69888, 69049.77019999998, 68768.89640999999, 68721.75669, 68069.41136, 67819.52742, 66893.87859, 64316.256740000004, 62670.94965, 62482.66307, 58900.40187, 57808.50733000001, 54431.48598, 52974.41034000001, 50300.35656, 49100.922940000004, 47309.94502000001, 45876.07297, 44359.84162, 37590.82206, 35544.5515, 33619.4176]",39928.30652950001,61392.97592428571,52536.56260545454,65434.36623545456,65467.226161538456,,,,0.40622132553514034,0.6245978912249798,0.5344947971905601,0.665714058473269,0.6660483677363209,,,,Nov
11,1,30.38,-84.37,12,12,79761,90103.68599999999,"[8453.562300000001, 8198.74437, 8147.25511, 8229.482170000001, 8425.22429, 8723.159370000001, 9076.896780000003, 9463.444469999999, 9871.435719999998]","[22988.5796, 22442.7617, 23091.534799999998, 24028.319899999995, 25264.796500000004, 27185.995899999998, 28434.392099999997, 29207.450199999996, 29238.2762, 30572.515100000004, 31789.241800000003, 39558.9422, 41293.5587, 41357.0846, 42330.9212, 45084.6885, 45440.9931, 48061.537699999986, 48109.92399999999, 49268.56310000001, 51776.5336, 52479.08870000001, 53499.878899999996, 53860.4241, 56528.1149, 56941.9225, 58169.5936, 57802.193100000004, 58182.4457, 58672.126000000004, 58196.9435, 58523.065800000004, 58012.70509999999, 57084.300200000005, 57069.56009999999, 55826.4277, 55074.1507, 55587.8356, 55125.77099999999, 53547.4066, 53049.4699, 51946.5383, 51057.6001, 49721.260899999994, 47721.6409, 46031.3977, 43558.55799999999, 40108.8388, 37133.0488, 35649.89830000001, 33663.7238, 31156.818099999997, 29623.1336, 27096.356000000003, 24449.376999999997]",30546.288604999998,51650.070068571426,44006.544409090915,56623.254254545456,53909.58977692307,,,,0.3829727386191246,0.6475604627395773,0.5517300987837529,0.7099115389042948,0.6758890908705141,,,,Dec
12,1,30.38,-84.37,5,9,892269,1029433.3724444446,"[95839.76230000002, 91704.4323, 90695.3865, 90578.7427, 92675.7279, 95197.56699999998, 99341.4747, 103451.83400000002, 108558.2403]","[251514.3878, 241515.4762, 247196.59829999998, 250709.20079999996, 260778.66339999996, 271674.0929, 289707.8001, 318662.89730000007, 352416.2468, 358160.0544, 404021.55789999996, 433686.1551, 455099.5992, 477641.2773, 495247.08940000006, 515796.13509999996, 533413.6781, 555656.5701, 569373.1317, 574149.4532999999, 592125.0826999999, 601297.6757000001, 615115.4232000001, 624427.6145999999, 631038.8759, 635575.9320999999, 633927.206, 634280.8809999999, 641592.4869999998, 649645.543, 653540.0488999999, 653959.1347, 653085.8864000002, 653634.0217999999, 652817.4555000002, 649089.6225, 642836.3394999999, 633152.2249, 624955.8193, 613034.2467, 598357.7048000001, 588156.5158, 569539.3119999999, 546866.8915, 521558.6416999999, 482693.6702, 461539.3397, 429820.46079999994, 407412.2017, 372773.4762999999, 344674.49679999996, 324220.7035, 299689.24419999996, 275803.30789999996, 257739.93930000003]",324935.11292,586505.5781257143,509655.42999090906,634036.4383727273,611314.2063384616,,,,0.3641672106954293,0.6573192368284837,0.5711903360880061,0.7105888900911354,0.6851232154635671,,,,Summer
13,1,30.38,-84.37,1,12,1717601,1982311.423888889,"[188777.26140000002, 180987.93170000002, 179213.8437, 179413.26199999996, 181864.37459999998, 187659.869, 195522.82290000003, 203270.8528, 212987.20810000002]","[508301.227, 489648.639, 489822.2949999999, 495050.21199999994, 511040.2349999999, 534068.828, 564020.108, 619697.1059999999, 657758.9970000002, 692068.1429999999, 768533.2829999999, 818067.6880000001, 848592.1, 877358.3809999999, 934225.8950000001, 968759.473, 998571.419, 1030158.925, 1056757.8690000002, 1084624.439, 1111651.924, 1123612.0949999997, 1149793.1360000002, 1174836.656, 1187232.747, 1200141.007, 1213683.3980000003, 1230611.5539999998, 1239870.999, 1255525.3239999998, 1249284.7929999998, 1258454.459, 1254899.966, 1246557.342, 1244154.625, 1234368.2179999999, 1220443.8820000002, 1208206.0659999999, 1201268.174, 1187184.402, 1165866.542, 1155763.027, 1108240.1940000001, 1068646.8890000002, 1019053.4680000001, 981423.5060000002, 929278.9619999999, 880453.0569999999, 802747.2409999999, 764159.271, 717811.9679999999, 670908.2800000001, 610152.679, 565867.5630000001, 525483.2000000001]",650488.0758499999,1117000.0102571428,954300.1269090909,1207549.6516363637,1178050.215,,,,0.37871896665756477,0.6503256636769208,0.5556005887916291,0.703044334299039,0.6858695442072985,,,,Season
14,2,30.38,-84.37,1,1,91957,106914.37715555554,"[12361.39337, 12133.886110000001, 12152.08769, 12252.753039999998, 12560.35344, 12878.2266, 13433.72847, 13857.7283, 14412.160100000001]","[35054.919709999995, 32526.255930000003, 33795.42546, 32570.02018, 33117.77122, 34940.801660000005, 38770.404599999994, 39202.165360000006, 41243.45105, 44327.712550000004, 47331.65394, 48065.24242, 49135.031339999994, 52389.95627, 53637.426170000006, 57387.42951000001, 60210.98957, 61242.19852000001, 61180.042500000025, 61922.644700000004, 62628.30250000001, 61447.557, 63686.53479999999, 63905.209200000005, 65058.19989999999, 68048.8627, 68808.5111, 70527.379, 72053.03059999998, 72974.25300000001, 73626.4278, 74154.19589999999, 75402.8698, 76270.08540000001, 76716.5827, 77332.9302, 77240.9924, 77803.9683, 78152.52840000001, 78123.74469999998, 77427.67839999999, 77851.0287, 78528.75459999999, 78694.22009999999, 77966.4875, 78091.65299999999, 78219.16760000002, 78368.964, 79351.09639999998, 79416.8931, 79441.58540000001, 80282.97510000001, 80762.4161, 80999.2195, 81091.06349999999, 80953.27640000002, 80884.8177, 81554.7442, 81620.13069999998, 81730.51319999999, 81674.80100000002, 81652.17530000002, 82473.36760000001, 82464.5142, 82756.813, 82698.5699, 82313.8746, 82500.84, 82258.9595, 82102.636, 81961.4863, 81724.9235, 80921.55459999999, 80693.3677, 80616.2586, 80785.3469, 80927.3361, 80474.9876, 80158.6713, 79840.69919999999, 78363.4821, 78096.19989999999, 77610.8591, 76994.92889999998, 76847.90699999999, 74827.51670000001, 74252.00660000001, 72090.55960000001, 70341.23430000001, 69363.6476, 67325.06176, 63525.59842, 61895.387039999994, 56737.05953999999, 52230.70793, 47672.20316, 43914.68404, 42655.052, 41323.012559999996, 39377.95817, 37241.744320000005]",42606.116745,74405.13644444445,56943.462249230775,71913.73363846153,78140.02185384616,80928.04701538461,81960.5511923077,76143.77779125,0.4633265194058092,0.8091296632604853,0.6192401040620157,0.7820365348854522,0.8497452271588477,0.8800640192196854,0.891292138633358,0.8280367757892276,Jan
15,2,30.38,-84.37,2,2,106849,127036.52171111111,"[18816.14987, 18070.63968, 17820.710969999996, 17533.242010000005, 17579.65289, 17590.063090000003, 17926.083209999997, 18212.662469999996, 18023.72842]","[39630.91893, 37910.68179000001, 37623.85235, 37649.02044000001, 38786.570759999995, 39349.55557, 40731.690039999994, 41854.812920000004, 43501.42976, 47422.50398, 51365.438200000004, 53504.204419999995, 54304.179939999995, 57376.037979999994, 59866.8301, 63076.32512, 64393.93104, 65683.99257999999, 66926.86116, 69787.74585, 70703.96646999998, 73172.34605000001, 74633.01121999999, 75600.65156000001, 77223.4101, 78076.78083, 79071.04027000001, 79915.89092, 80986.99053, 82554.32204000001, 83122.46514, 84082.07024, 85226.06286, 86444.90406999999, 87109.07815, 87483.91022, 89003.85299, 89752.53267000002, 90045.42300000001, 90068.77698, 90521.25575999999, 90981.60224000002, 91190.78661000001, 91243.23788999999, 92055.06413999999, 92275.67632999999, 92455.28931000001, 93160.32289, 92889.35156999998, 93243.84326000002, 93791.55363, 93399.48409, 93441.62305000001, 94158.94400999998, 93802.75341999998, 93654.47768000001, 93926.39034000003, 93983.31860999999, 93968.64734999998, 94490.80387, 94077.95319999999, 93841.7765, 94948.45662, 94868.27652, 94760.52415, 94667.1294, 94869.52260999999, 94454.58184999999, 94602.7346, 93878.90723, 93707.81021999998, 93675.41279999998, 93219.75210999999, 92659.27756, 91199.26686000003, 90958.08025, 90609.90194999997, 90552.11015, 89119.60775999998, 88710.04756, 86974.53937999999, 86412.21761, 87175.1427, 86118.58161999998, 86758.44371999998, 86222.33881, 84547.21005, 83432.73955999999, 82040.82074, 79200.77036000002, 76304.64764000001, 73667.40002000002, 69905.02088, 66498.80098, 58993.54636, 55391.97198, 50193.946140000015, 47557.12824999999, 44569.19531999999, 41814.587170000006, 40373.2923]",47671.296296999986,85108.22272641976,63445.759240769235,82069.04437923075,91203.3209523077,93829.35146230769,93962.43480999999,85946.07499125,0.4461557552901757,0.7965280229709193,0.5937889848362571,0.768084346874849,0.8535720591892081,0.8781490838688962,0.8793946111802636,0.8043694839563309,Feb
16,2,30.38,-84.37,3,3,137720,161609.3021914444,"[19092.28715, 18579.775200000004, 18382.097358999996, 18451.019305, 18714.520657, 19102.992629999997, 19759.016735999998, 20405.285065, 21051.479984000005]","[49638.165273000006, 46063.52648000001, 48348.33889700001, 48490.719045000005, 47939.398534, 46166.286518999994, 49593.333463999996, 51715.407295, 54796.02923299999, 57534.69957999999, 64787.75787399999, 67541.115235, 69048.56798699999, 76689.727711, 80518.275172, 85551.94961299999, 85085.308104, 86543.597377, 88021.523416, 89092.45353299999, 89905.56085099999, 92643.573148, 92550.19148900002, 93879.902276, 97854.00029400001, 99561.69783, 102503.277577, 105680.845755, 107656.574018, 108799.079342, 110017.114674, 110768.47772699999, 108481.69660299997, 110451.93132900001, 110579.72316500002, 111619.25179099999, 111229.592354, 111565.447294, 117348.90870300002, 119741.05941300001, 120122.54052299997, 120873.224742, 121106.05895200004, 122873.32956399999, 123198.253707, 123329.801045, 123771.81121299998, 121470.433271, 121723.267974, 122498.00250799999, 123086.025143, 123278.578853, 124411.30806200001, 124473.08589999999, 124526.30318100001, 124661.72942500001, 125164.689939, 125298.22401199998, 124738.744483, 124852.13854800002, 125485.164084, 124738.91904600001, 124720.17462300001, 124606.932231, 122937.19135499999, 123257.605637, 123104.78678899999, 122842.98904100001, 122958.753224, 123388.99179, 124730.966665, 122481.62586400002, 121967.59266100002, 121138.494472, 120184.97774, 119588.12752100003, 119056.190022, 117364.89911800002, 116812.489913, 115974.85978500001, 116022.86519200001, 115544.08475799998, 115340.03811699999, 113215.03930100001, 112531.704845, 111974.58589899998, 110731.47896199998, 108838.56991499997, 104385.85214700001, 101854.06090100002, 97543.001713, 92443.55904100003, 89676.357609, 84192.35448699999, 74676.850192, 70246.01102800001, 64788.38895900001, 62406.958425, 61728.58153100001, 57907.04628300001, 52092.812795000005]",60522.24123349999,111314.79933371606,82152.27703923077,105988.73633699998,119873.36375038463,124400.99332184617,122947.77554553848,112298.6155068125,0.43945862063244256,0.8082689466578279,0.5965166790533748,0.7695958200479232,0.8704136200289329,0.9032892341115755,0.8927372607140465,0.8154125436161233,Mar
17,2,30.38,-84.37,4,4,176755,219857.57863666664,"[21150.553358999998, 20414.721486000002, 20182.88685, 20313.772407999997, 20909.777086, 21621.001251, 22746.893987, 23776.904872, 24975.570467999998]","[61953.144589999996, 58739.166860000005, 58993.67786, 58845.14003, 59301.64068, 59012.98243, 60227.81924, 68013.15615, 70971.96423, 73747.69424999999, 83770.75631, 89043.58664000001, 91463.79057, 96547.6969, 101597.26883, 106432.69374, 107925.77039000002, 110635.71464, 111366.24647999999, 115675.42636, 119288.67308000001, 124157.1093, 125958.13871, 129345.81508999999, 129144.39272999999, 129180.35115999998, 130792.6687, 131623.19602999996, 136864.31405000002, 137601.27426, 141034.93836000003, 142178.86056, 144667.80847000002, 145812.71147, 147792.47006, 148619.35556, 149262.30136999997, 148554.85567000002, 148861.87076999998, 149597.51327000002, 150734.12337000002, 151407.68688, 152054.13426, 153884.45287, 154198.07829, 155882.32439999998, 157526.38484999997, 157457.93620999999, 158479.59596000004, 159665.15881, 159556.04596999998, 159854.99905, 160824.79389, 160108.39622999998, 159361.85476999998, 159746.5393, 160413.31664, 160427.39865, 159624.90452, 160161.74259, 160011.69016000003, 160196.47067, 160218.02644, 160053.00111, 159489.18208000003, 158605.89338999998, 159799.89350999997, 159878.84691999998, 158790.63164, 158636.39684, 158333.26768, 158192.69602, 157992.05305, 157512.80187000002, 155273.0225, 154421.58759999997, 151836.20724, 151465.63567000002, 150723.43235, 149743.79304999998, 148012.41486, 147283.4252, 145566.20274, 144711.4593, 142066.076, 141179.75150999997, 141096.4736, 139245.52569, 133316.88925, 128255.97362, 121987.22022, 118037.96746000001, 114025.8005, 103870.96, 96547.19061, 93227.95928, 82990.63006000001, 78532.79328, 71831.05771000001, 65601.42667999999, 64209.63298999999]",75934.09024450001,143210.65899777776,106450.99015,138050.62742307692,152915.48139769232,159996.4085576923,158675.05485,143182.00424375,0.42960080475516965,0.810221261055007,0.6022516486096574,0.7810281317251389,0.8651267652835412,0.9051874547124116,0.8977118319142314,0.8100591453919267,Apr
18,2,30.38,-84.37,5,5,203781,253938.93092555556,"[28896.194513999995, 27674.339968, 27535.708746999997, 27355.304065000004, 27654.420744000003, 28081.444585999998, 28809.143788999998, 29812.426051000006, 30603.424432]","[70592.82164, 65378.778470000005, 65193.04304, 65567.65449, 63581.46925999999, 68215.60341, 73691.16206999999, 78496.86911, 85927.41658, 86491.53271999999, 96819.95863, 102632.32171999999, 104367.82591000003, 104858.07941, 107766.97117999998, 113136.76697, 116808.91117, 124245.75904, 125570.77609000001, 127538.37084, 128763.74886, 136303.00857999997, 139306.12119999997, 141536.51227000004, 142841.68904, 146354.55322000003, 150350.36270000006, 152195.69716999997, 153330.00675, 159128.07768000002, 156802.17540999997, 158513.03243999998, 158830.45530000003, 159747.05015999998, 161564.14510999998, 163637.84486999997, 164856.92682999998, 165048.62308999998, 166505.72011999998, 168238.31815, 168818.51617, 172448.8467, 172783.56932, 172530.25386, 174889.04554999998, 175678.27724000005, 176787.29262999995, 177074.04153000002, 177399.72731999995, 179191.73044999997, 179643.34260999996, 179405.92987, 181469.85132, 181648.24497, 181379.46583, 181301.41468999998, 182100.28515, 182980.67350000003, 183338.56545999993, 182871.64031000002, 182951.15617, 183416.51939999996, 182155.79856999998, 182165.48694000003, 181965.94121, 181454.77338000003, 181244.78355, 182386.77830000006, 182304.81886000003, 181056.78746, 180934.57669, 180400.83583, 180057.82756, 180082.09572, 179675.79548000003, 179082.05213, 178927.52079999997, 177673.50169, 176724.68257000006, 175275.44015999997, 174521.24995, 171562.39084999997, 170471.06472999998, 168213.19788000002, 165211.70503, 160457.27697, 156744.64321, 152587.98734999998, 146026.46954000002, 140965.25302999996, 132397.75038, 126687.09385, 121020.30304000001, 115853.01201, 111725.09121000003, 103553.91432, 96971.21620999998, 90357.81614000001, 84504.08537, 77813.59286, 74651.44021999999]",86313.695801,161857.243034321,117547.58612307691,154217.8155476923,171773.78142384614,181669.13997923076,181222.0230423077,164177.63664187503,0.42356105721828824,0.7942705307870753,0.5768329045547765,0.7567821119127509,0.8429332539532446,0.8914920428265185,0.8892979376993326,0.8056572332154373,May
19,2,30.38,-84.37,6,6,189458,227920.0331912222,"[24083.8733086, 23274.824702300004, 22987.425616599998, 22882.067020700004, 23280.810532100004, 23937.0623147, 24954.4650893, 25853.3299242, 27004.938128899998]","[61382.013524999995, 58887.217506, 59406.294280999995, 59089.89391200001, 61431.441241999986, 65690.063872, 69076.987374, 73036.61412099999, 81571.24486899999, 85749.61561700002, 91112.62051699999, 97476.37136199999, 104981.32640699997, 112722.08335300001, 119033.36697000002, 119313.61530700001, 123338.74674299997, 124182.236779, 130236.94981500001, 135316.033549, 138047.69936899998, 139313.94918900004, 141587.570009, 141949.55523399997, 142504.824159, 142925.00008499998, 144932.94501, 145061.22493499998, 148602.815012, 149384.172189, 151855.47736599995, 153116.43654300002, 155944.67272099998, 157092.929418, 158193.704384, 158596.61535000004, 159557.97631600001, 159973.318283, 160642.76875299998, 163875.066089, 163831.02542399996, 164215.06075899999, 168295.66409399998, 168817.83571500002, 169899.450504, 169720.27529199998, 170096.76708099997, 169807.31987, 169863.07305799995, 166981.180021, 167918.191984, 168040.075947, 168092.95791000003, 168367.074873, 169541.41983600004, 169702.63479899996, 169851.42743799998, 169056.23794300001, 169819.33944900002, 169626.146954, 169410.70346, 168281.867487, 168273.65033600002, 169205.663185, 168339.896034, 168283.46088299996, 168160.68314300003, 170364.636332, 170263.829519, 171345.62170800002, 171373.04753399998, 170427.65687900002, 169322.48622400002, 168894.09356800004, 166594.37509200003, 165918.850412, 163590.849731, 162643.00655000002, 160622.904577, 158835.803604, 157878.09640399998, 155824.54780600002, 153271.196207, 149485.48974699999, 146358.036345, 142918.03082699998, 140391.617651, 136843.217096, 132694.287365, 126340.57509099999, 121455.26692499999, 112429.686464, 106974.50494899998, 101062.924233, 90696.38789, 82822.315259, 75102.153898, 68718.476378, 63340.732088, 60931.78367600001, 60309.501087]",74885.49261205,153778.1318257901,121281.73610530769,150012.33633892305,166045.81547984618,168822.25062315384,169296.084649,148441.986021125,0.39526170767162117,0.8116739954279582,0.6401510419475962,0.7917973183445568,0.8764254635847849,0.8910800843625175,0.8935810820815168,0.7835086722182488,Jun
20,2,30.38,-84.37,7,7,177755,210647.22613000002,"[21601.850321, 20717.566595, 20460.991265, 20547.366896, 20970.997918, 21545.917040000004, 22501.299407000002, 23411.374376, 24601.169006000004]","[53422.432412, 52654.350341000005, 56378.710313999996, 59303.43302399999, 61639.66777199999, 65279.125114, 67911.459792, 74207.976604, 83912.395655, 87012.92176999999, 95077.40164, 100610.40712999999, 103793.49472000002, 109377.68668, 114287.56998000001, 116197.98328000001, 118103.90810999999, 124227.07847000001, 126402.72442999999, 131672.70796, 133881.83396, 133888.97527, 135777.93104, 137289.85801999999, 138562.08349999998, 141147.79214, 142226.34047, 143023.78991, 145612.84481, 146312.40232999998, 146463.60676, 149278.57528999998, 149997.199, 149787.65404, 150130.20278999995, 153329.37053, 153395.26017000002, 154266.12394999998, 153741.86951999998, 154150.0479, 154742.70738, 156470.15526000003, 156629.86232000001, 156787.45089, 158267.09037000002, 158396.76794, 158679.47659, 158895.56294000003, 158855.75988, 159011.23893000002, 159830.47905, 160481.62829000002, 160622.82242999994, 160687.06447, 161542.97757999998, 161552.82066, 161717.71004, 161686.52982, 161389.63120000003, 161331.10098, 161269.38196, 161131.79744000005, 160427.45734999998, 161440.8694, 161242.38543999998, 159824.35708999998, 159374.28768999997, 159887.09931999998, 159586.70995, 159283.56498000002, 158918.37711, 156910.87534, 156599.38476000002, 156127.82602, 155308.69548999998, 154613.64837, 153378.69924000002, 153205.15818000006, 150708.97924000002, 148592.5692, 145917.30503000005, 142224.94577, 140391.41831, 137974.49998, 136533.91564, 134044.04729999998, 131068.13146, 127812.03191, 122333.95197, 116102.69686, 108553.928353, 101881.08894899998, 96627.529758, 90405.960374, 87378.07961100001, 73262.961132, 67004.00877600002, 61651.221077999995, 57703.90948699999, 56021.846570999995, 55475.613355]",70456.73459445001,146054.10564164197,118715.36174384614,145627.82458384614,156406.01039307695,160942.70637307694,158840.91461076925,137715.99542581252,0.3963699169893956,0.8216596193729683,0.6678594793049205,0.8192614811614084,0.8798965452059124,0.9054187301233548,0.8935946364983783,0.774751739336798,Jul
21,2,30.38,-84.37,8,8,173351,210813.9059488889,"[23542.347364, 22575.178107, 22413.106461, 22312.84858, 22599.73862, 23044.460377, 23828.478581, 24622.945752999996, 25625.449638]","[62226.338039999995, 59825.30138, 57345.38803000001, 57324.494620000005, 59691.44792, 60073.12905999999, 66538.90698, 70870.15765000001, 74140.65302, 78105.56963000001, 84746.44663, 89802.72017, 93069.76988, 96732.83262, 101139.912, 104399.21876999999, 107214.85426000001, 109475.89957, 112146.44647999998, 113666.5361, 118517.1713, 121379.83511000001, 125074.70252, 127182.04493999999, 128865.04264999999, 130028.18725000002, 130994.94316, 131821.55774000002, 135816.85111999998, 135615.6235, 136343.82368, 140908.95126, 141511.96250999998, 141612.9653, 143099.59899, 143527.06527999998, 143710.63015, 145091.08505999998, 144840.14177000002, 145457.45758000002, 146323.0793, 146044.42495000002, 146977.05990000002, 148353.27224999998, 148985.3543, 149532.47176, 151743.12970999998, 152033.78662, 151953.12441999998, 153386.39083, 152726.11473999996, 153041.43955000004, 153203.93926, 153376.70073, 153966.97509999998, 154452.94476999997, 155053.28334, 155412.34357, 155396.43294, 156502.45692, 155925.83659999998, 155667.12564999997, 155665.892, 155704.74285, 155573.5598, 154811.96097000001, 153808.29699, 153656.77191, 152396.98272999996, 152909.02277, 152478.87115, 151287.93273000003, 151525.01068, 151184.69987, 150974.23735, 150024.09449000002, 149726.75452, 149567.84185000003, 147759.85715999999, 146659.31283, 144573.80951000002, 142331.12707, 140023.37821, 138398.64061, 135481.96210000003, 133734.84297, 131775.23898999998, 127859.27071, 123645.429, 119733.88063, 114636.56603000002, 109423.98156999999, 103983.26610000001, 95882.10775, 90178.65777, 85323.00807999999, 81189.29256999999, 76435.13832999999, 70370.52708999999, 65195.044169999994, 62643.13027]",74338.2770015,139034.098185679,105951.25733923077,135948.35518307693,147772.69367461538,154470.1526153846,153229.07552307693,137245.7504175,0.42883096723699315,0.8020380510390999,0.6111949590093554,0.7842375018492937,0.8524478870881356,0.8910831354614892,0.8839238050145481,0.7917217115419006,Aug
22,2,30.38,-84.37,9,9,147924,177538.14437666666,"[20646.639735999997, 19914.260584, 19390.904011000002, 19355.735077, 19833.372860000003, 20284.336572, 20792.551180000002, 21499.443063999996, 22382.470771]","[51392.86042, 50490.56811000001, 50266.27867, 49571.23646999999, 52390.25185999999, 52958.7792, 57534.02996, 63103.18938000001, 66316.76326, 67133.24466000001, 74924.69116, 80134.7492, 81918.00297999999, 84452.36334999999, 87094.35035000001, 88637.36579999999, 90456.36055, 96228.228, 98232.67265, 101290.23238999999, 103573.57713, 106346.43028000002, 108239.83552000001, 109722.02845, 111930.07438999998, 113304.38013000002, 114820.74528, 115884.25292000001, 117525.47885, 118663.14888, 117594.16063000001, 120099.67341999999, 120656.58091, 120969.23239999998, 123936.63482, 124315.4525, 125324.02888000001, 125639.33314999998, 126578.03975999999, 126479.69588000001, 126837.22202000002, 127888.92915000001, 128736.40388, 129010.01326, 129491.6817, 130092.60203000001, 130938.91647, 131494.6121, 131520.63959, 131603.45147, 131752.06735, 131719.48823, 132287.21101, 132306.1018, 132293.3926, 132338.24339000002, 132468.8151, 132395.21988999998, 132247.78949000002, 132309.16561, 132554.39468, 132054.81074000002, 132002.11971, 131949.41778000002, 133153.29974, 132984.43011000002, 132689.11138, 132619.57501, 132699.98916000003, 132422.64861, 131622.85565999997, 131020.81081, 129691.06486, 129501.85181000001, 128806.28460999999, 128266.67825999999, 126867.11333000002, 125974.52428999999, 125143.48724000002, 124568.19810000001, 123026.44416, 122632.58819000001, 121458.44599000001, 120228.5465, 117394.76671000003, 115568.64772000001, 112739.65973000001, 109917.66284000002, 105262.11703000001, 101319.54533000001, 95741.64451, 89795.22702, 84001.19941999999, 80013.71522000001, 77996.74822000002, 75710.10286, 70646.16339000002, 65457.18537, 61446.34840999999, 55549.69579999999, 51852.06909]",63681.282839499996,119834.40125123458,92425.29687384615,117647.83412153847,128464.00906692308,132179.2424123077,131627.95840384613,117256.87937062501,0.43050000567521157,0.8101079017011071,0.6248161006587583,0.7953262088744116,0.8684460200300362,0.8935618453550993,0.8898350396409381,0.7926832655324695,Sep
23,2,30.38,-84.37,10,10,133998,167813.14427555556,"[18040.561610000004, 17468.51024, 17110.832071999997, 17190.342312, 17725.292740999997, 18224.84354, 18577.794397, 19266.206783999998, 20271.893832]","[48268.29148, 46259.90033, 47571.019140000004, 46167.31752, 47979.27247999999, 47426.198619999996, 51571.187309999994, 57650.70173, 59404.98316, 62451.12848, 65840.17154, 69733.00963, 68941.60227, 70226.10568, 71224.47698, 74562.25167999999, 77252.80919, 80726.33999000001, 84381.41585, 86957.87052, 87592.20698, 90801.28791000001, 91266.16885, 96244.38381, 96817.89365, 100670.62959, 102223.34961, 103150.40041999999, 104336.45801, 104324.00471, 104650.94383, 104630.49755, 106311.75391, 107165.43274, 108159.25384, 110179.2901, 110535.47396, 111096.1931, 113312.39574, 114251.26426, 115069.95449999999, 115751.74505, 115816.52919999999, 115929.19482, 116660.78099999999, 117558.47489000001, 117929.90078, 118142.78034999999, 119306.91924000002, 118905.58176999999, 119634.78278000001, 120254.45152, 120106.11219999999, 120967.94941, 121405.92119000001, 121899.73051, 121054.62804000001, 121665.71573, 121637.2213, 121661.20498, 122051.83196000001, 120924.71135, 121318.81173, 122060.15536, 121625.01887999999, 121079.21209, 120951.64439, 119125.36202, 118905.45706, 120653.96897000002, 120491.88157, 120659.35004, 120310.86603, 120287.09693, 118378.1908, 118443.99389999997, 117672.73918, 117099.68711, 117472.26342, 116034.52974, 115273.09389, 114528.54353, 113014.92802, 113185.01717, 110659.10615, 108985.25373, 105017.27789, 100354.88219, 96646.66063, 94107.68275, 87003.58018, 86521.44999, 82734.86163, 78643.72089000001, 77182.55298, 73571.24242, 70294.23271000001, 68167.83786, 60712.72348, 55050.235140000004, 49765.30709]",60869.708222,108064.78659037038,78423.5166976923,103758.79167461538,115489.35437615385,120936.14174923078,120449.77045153844,109093.7024675,0.4542583338706548,0.8064656680724367,0.585258859816507,0.7743308980329212,0.8618737173402129,0.9025219909941251,0.8988923002696939,0.8141442593732742,Oct
